date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:15:02	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:01%20GMT	http://max-tysons-trendy-project.webflow.io/robots.txt		(from )
20:15:03	7918/7918	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Aug%202020%2008:15:01%20GMT	http://max-tysons-trendy-project.webflow.io/	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/index.html	(from )
20:15:04	74120/74120	---M-Z	200	added ('OK')	text/css	etag:%229c6a4f927e7ac24deb7183fda3961ae7%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/css/max-tysons-trendy-project.webflow.77b20e09c.css	C:/My%20Web%20Sites/test/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/css/max-tysons-trendy-project.webflow.77b20e09c.css	(from http://max-tysons-trendy-project.webflow.io/)
20:15:04	13188/13188	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/My%20Web%20Sites/test/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from http://max-tysons-trendy-project.webflow.io/)
20:15:05	3290/3290	---M--	200	added ('OK')	image/png	etag:%225d19a6dc030c169dc83ff100058d12a5%22	https://uploads-ssl.webflow.com/img/webclip.png	C:/My%20Web%20Sites/test/uploads-ssl.webflow.com/img/webclip.png	(from http://max-tysons-trendy-project.webflow.io/)
20:15:05	2878/2878	---M--	200	added ('OK')	image/png	etag:%225b1911c9f01c411aa277734acab639b6%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f265b3a2027b94722095122_business-logo%402x.png	C:/My%20Web%20Sites/test/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f265b3a2027b94722095122_business-logo@2x.png	(from http://max-tysons-trendy-project.webflow.io/)
20:15:05	5727/5727	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Aug%202020%2008:15:04%20GMT	http://max-tysons-trendy-project.webflow.io/about	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/about.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:06	5445/5445	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Aug%202020%2008:15:04%20GMT	http://max-tysons-trendy-project.webflow.io/projects	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/projects.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:06	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:05%20GMT	http://max-tysons-trendy-project.webflow.io/blog	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/blog	(from http://max-tysons-trendy-project.webflow.io/)
20:15:06	5623/5623	---M-Z	200	added ('OK')	text/html	date:Sun,%2002%20Aug%202020%2008:15:05%20GMT	http://max-tysons-trendy-project.webflow.io/contact	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/contact.html	(from http://max-tysons-trendy-project.webflow.io/)
20:15:06	178/178	---M--	200	added ('OK')	image/png	etag:%22cdf6e2f4f30b47cd9e1f7068bec9de18%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f265b3a2027b923f0095123_menu-icon.png	C:/My%20Web%20Sites/test/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f265b3a2027b923f0095123_menu-icon.png	(from http://max-tysons-trendy-project.webflow.io/)
20:15:07	68482/68482	---M--	200	added ('OK')	image/jpeg	etag:%2295b45e0455aca357eef92c65a057cf2c%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f266b3d8a8b66a905d4941e_maxresdefault.jpg	C:/My%20Web%20Sites/test/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f266b3d8a8b66a905d4941e_maxresdefault.jpg	(from http://max-tysons-trendy-project.webflow.io/)
20:15:08	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:06%20GMT	http://max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/10-quick-tips-about-blogging	(from http://max-tysons-trendy-project.webflow.io/)
20:15:09	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:07%20GMT	http://max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/15-best-blogs-to-follow-about-web-design	(from http://max-tysons-trendy-project.webflow.io/)
20:15:10	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:08%20GMT	http://max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/post/7-of-the-best-examples-of-beautiful-blog-design	(from http://max-tysons-trendy-project.webflow.io/)
20:15:10	496827/496827	---M--	200	added ('OK')	image/png	etag:%22570da33390b626ca7c36f6b454eff5ca%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f266ba62480e16fb9e725b7_b4836297-7a66-4b2e-bf9f-b90cb3ecbe12_newrobot_hat.png	C:/My%20Web%20Sites/test/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f266ba62480e16fb9e725b7_b4836297-7a66-4b2e-bf9f-b90cb3ecbe12_newrobot_hat.png	(from http://max-tysons-trendy-project.webflow.io/)
20:15:11	161885/161885	---M-Z	200	added ('OK')	text/javascript	etag:%2246743a7b4df754a2b20e91cf03c8fe97%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/js/webflow.f3347ef4d.js	C:/My%20Web%20Sites/test/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/js/webflow.f3347ef4d.js	(from http://max-tysons-trendy-project.webflow.io/)
20:15:11	88145/88145	---MCZ	200	added ('OK')	application/javascript	etag:W/%22220afd743d9e9643852e31a135a9f3ae%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js?site=5f265b390311fc930902d4f6	C:/My%20Web%20Sites/test/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d5dc7.js	(from http://max-tysons-trendy-project.webflow.io/)
20:15:11	3618/3618	---M--	200	added ('OK')	image/png	etag:%2216816fe6bf01abe1fec12aa0e42d17b0%22	https://d3e54v103j8qbb.cloudfront.net/img/example-bg.png	C:/My%20Web%20Sites/test/d3e54v103j8qbb.cloudfront.net/img/example-bg.png	(from https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/css/max-tysons-trendy-project.webflow.77b20e09c.css)
20:15:13	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:11%20GMT	http://max-tysons-trendy-project.webflow.io/work/project-2	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/work/project-2	(from http://max-tysons-trendy-project.webflow.io/projects)
20:15:13	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2002%20Aug%202020%2008:15:12%20GMT	http://max-tysons-trendy-project.webflow.io/work/project-3	C:/My%20Web%20Sites/test/max-tysons-trendy-project.webflow.io/work/project-3	(from http://max-tysons-trendy-project.webflow.io/projects)
