date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:12:14	8497/8497	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2004:12:12%20GMT	https://max-tysons-trendy-project.webflow.io/	C:/My%20Web%20Sites/h/max-tysons-trendy-project.webflow.io/index.html	(from )
16:12:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2004%20Aug%202020%2004:12:12%20GMT	https://max-tysons-trendy-project.webflow.io/robots.txt		(from )
16:12:15	76033/76033	---M-Z	200	added ('OK')	text/css	etag:%22f5675336c8ed70a8ba8c236f2f6a9c54%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/css/max-tysons-trendy-project.webflow.42809cc12.css	C:/My%20Web%20Sites/h/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/css/max-tysons-trendy-project.webflow.42809cc12.css	(from https://max-tysons-trendy-project.webflow.io/)
16:12:15	13188/13188	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	C:/My%20Web%20Sites/h/ajax.googleapis.com/ajax/libs/webfont/1.6.26/webfont.js	(from https://max-tysons-trendy-project.webflow.io/)
16:12:16	3290/3290	---M--	200	added ('OK')	image/png	etag:%225d19a6dc030c169dc83ff100058d12a5%22	https://uploads-ssl.webflow.com/img/webclip.png	C:/My%20Web%20Sites/h/uploads-ssl.webflow.com/img/webclip.png	(from https://max-tysons-trendy-project.webflow.io/)
16:12:16	6306/6306	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2004:12:15%20GMT	https://max-tysons-trendy-project.webflow.io/about	C:/My%20Web%20Sites/h/max-tysons-trendy-project.webflow.io/about.html	(from https://max-tysons-trendy-project.webflow.io/)
16:12:16	14735/14735	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2004:12:15%20GMT	https://max-tysons-trendy-project.webflow.io/projects	C:/My%20Web%20Sites/h/max-tysons-trendy-project.webflow.io/projects.html	(from https://max-tysons-trendy-project.webflow.io/)
16:12:16	8554/8554	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2004:12:15%20GMT	https://max-tysons-trendy-project.webflow.io/blog	C:/My%20Web%20Sites/h/max-tysons-trendy-project.webflow.io/blog.html	(from https://max-tysons-trendy-project.webflow.io/)
16:12:17	5893/5893	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2004:12:15%20GMT	https://max-tysons-trendy-project.webflow.io/contact	C:/My%20Web%20Sites/h/max-tysons-trendy-project.webflow.io/contact.html	(from https://max-tysons-trendy-project.webflow.io/)
16:12:17	800966/800966	---M--	200	added ('OK')	image/png	etag:%221caa0b2e1f3ca73d4ae71f8a618c90d7%22	https://uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f27a27cccdebb657270e3a0_Max%20Inc%20Logo%20(1).png	C:/My%20Web%20Sites/h/uploads-ssl.webflow.com/5f265b390311fc930902d4f6/5f27a27cccdebb657270e3a0_Max%20Inc%20Logo%20(1).png	(from https://max-tysons-trendy-project.webflow.io/)
